,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,nu_1,nu_1_err,nu_1_vary,nu_2,nu_2_err,nu_2_vary,nu_3,nu_3_err,nu_3_vary,nu_4,nu_4_err,nu_4_vary,sw,sw_err,sw_vary,sw_scale_factor,sw_1,sw_1_err,sw_1_vary,sw_2,sw_2_err,sw_2_vary,sw_3,sw_3_err,sw_3_vary,sw_4,sw_4_err,sw_4_vary,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air,y_air_err,y_air_vary,n_y_air
10,7,1,343.75,13156.28,0,False,13156.28,,True,13156.280294512568,,True,13156.280304974996,,True,13156.280248930256,,True,4.8,0,False,1.0000000000000001e-24,4.8,,True,4.746472603617354,,True,4.74065749520102,,True,4.796676991578555,,True,0.04451402715121047,,True,0.81,-0.007967,0,False,2.4e-05,0,0,False,1,0.10803649103872251,,True,0.81,0,0,False,0,0,0,False,0,0,False,1.985142148
11,7,3,334.3142,13156.39485,0,False,13156.39485,0.0,False,13156.39485,0.0,False,13156.39485,0.0,False,13156.39485,0.0,False,0.00193,0,False,1.0000000000000001e-24,0.00193,0.0,False,0.00193,0.0,False,0.00193,0.0,False,0.00193,0.0,False,0.0446,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
12,7,2,325.349,13156.50987,0,False,13156.50987,0.0,False,13156.50987,0.0,False,13156.50987,0.0,False,13156.50987,0.0,False,0.0097,0,False,1.0000000000000001e-24,0.0097,0.0,False,0.0097,0.0,False,0.0097,0.0,False,0.0097,0.0,False,0.0446,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
13,7,1,440.56,13156.62,0,False,13156.62,,True,13156.623264954953,,True,13156.623269467851,,True,13156.623224176641,,True,3.12,0,False,1.0000000000000001e-24,3.12,,True,3.091485939402504,,True,3.0949352917288198,,True,3.1176734265276385,,True,0.04328782590841639,,True,0.8,-0.008547,0,False,2.8e-05,0,0,False,1,0.128321135975034,,True,0.8,0,0,False,0,0,0,False,0,0,False,3.137979657
14,7,3,428.3404,13156.67179,0,False,13156.67179,0.0,False,13156.67179,0.0,False,13156.67179,0.0,False,13156.67179,0.0,False,0.00127,0,False,1.0000000000000001e-24,0.00127,0.0,False,0.00127,0.0,False,0.00127,0.0,False,0.00127,0.0,False,0.0433,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
15,7,2,416.908,13156.72817,0,False,13156.72817,0.0,False,13156.72817,0.0,False,13156.72817,0.0,False,13156.72817,0.0,False,0.00649,0,False,1.0000000000000001e-24,0.00649,0.0,False,0.00649,0.0,False,0.00649,0.0,False,0.00649,0.0,False,0.0433,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
16,7,1,2460.08,13156.98,0,False,13156.98,0.0,False,13156.98,0.0,False,13156.98,0.0,False,13156.98,0.0,False,0.000423,0,False,1.0000000000000001e-24,0.000423,0.0,False,0.000423,0.0,False,0.000423,0.0,False,0.000423,0.0,False,0.02,0.0,False,0.63,-0.01,0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False,1.0
17,7,1,2232.08,13157.11,0,False,13157.11,0.0,False,13157.11,0.0,False,13157.11,0.0,False,13157.11,0.0,False,0.00118,0,False,1.0000000000000001e-24,0.00118,0.0,False,0.00118,0.0,False,0.00118,0.0,False,0.00118,0.0,False,0.02,0.0,False,0.63,-0.0105,0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False,1.0
18,7,3,378.8809,13157.63875,0,False,13157.63875,0.0,False,13157.63875,0.0,False,13157.63875,0.0,False,13157.63875,0.0,False,0.00165,0,False,1.0000000000000001e-24,0.00165,0.0,False,0.00165,0.0,False,0.00165,0.0,False,0.00165,0.0,False,0.0439,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
19,7,3,478.466,13157.71857,0,False,13157.71857,0.0,False,13157.71857,0.0,False,13157.71857,0.0,False,13157.71857,0.0,False,0.00106,0,False,1.0000000000000001e-24,0.00106,0.0,False,0.00106,0.0,False,0.00106,0.0,False,0.00106,0.0,False,0.0426,0.0,False,0.64,-0.0074,0,False,0.0,0,0,False,1,0.112207006,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False,1.0
20,7,2,368.7207,13157.72164,0,False,13157.72164,0.0,False,13157.72164,0.0,False,13157.72164,0.0,False,13157.72164,0.0,False,0.00833,0,False,1.0000000000000001e-24,0.00833,0.0,False,0.00833,0.0,False,0.00833,0.0,False,0.00833,0.0,False,0.0439,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
21,7,2,465.69,13157.74843,0,False,13157.74843,0.0,False,13157.74843,0.0,False,13157.74843,0.0,False,13157.74843,0.0,False,0.00542,0,False,1.0000000000000001e-24,0.00542,0.0,False,0.00542,0.0,False,0.00542,0.0,False,0.00542,0.0,False,0.0426,0.0,False,0.64,-0.0074,0,False,0.0,0,0,False,1,0.110424871,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False,1.0
22,7,1,438.701,13158.4839,0,False,13158.4839,0.0,False,13158.4839,0.0,False,13158.4839,0.0,False,13158.4839,0.0,False,4.210000000000001e-05,0,False,1.0000000000000001e-24,4.210000000000001e-05,0.0,False,4.210000000000001e-05,0.0,False,4.210000000000001e-05,0.0,False,4.210000000000001e-05,0.0,False,0.0447,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.11088723,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
23,7,3,531.3635,13158.67091,0,False,13158.67091,0.0,False,13158.67091,0.0,False,13158.67091,0.0,False,13158.67091,0.0,False,0.000863,0,False,1.0000000000000001e-24,0.000863,0.0,False,0.000863,0.0,False,0.000863,0.0,False,0.000863,0.0,False,0.0416,0.0,False,0.64,-0.0073,0,False,0.0,0,0,False,1,0.112207006,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False,1.0
24,7,2,517.17,13158.67694,0,False,13158.67694,0.0,False,13158.67694,0.0,False,13158.67694,0.0,False,13158.67694,0.0,False,0.00445,0,False,1.0000000000000001e-24,0.00445,0.0,False,0.00445,0.0,False,0.00445,0.0,False,0.00445,0.0,False,0.0416,0.0,False,0.64,-0.0073,0,False,0.0,0,0,False,1,0.110424871,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False,1.0
25,7,1,546.7,13158.68,0,False,13158.68,0.0,False,13158.68,0.0,False,13158.68,0.0,False,13158.68,0.0,False,2.08,0,False,1.0000000000000001e-24,2.08,0.0,False,2.08,0.0,False,2.08,0.0,False,2.08,0.0,False,0.04,0.0,False,0.77,-0.0087411,0,False,3.3e-05,0,0,False,1,0.09,0.0,False,0.77,0,0,False,0,0,0,False,0,0,False,4.257624999
26,7,1,438.44,13158.74,0,False,13158.74,0.0,False,13158.74,0.0,False,13158.74,0.0,False,13158.74,0.0,False,3.4000000000000004,0,False,1.0000000000000001e-24,3.4000000000000004,0.0,False,3.4000000000000004,0.0,False,3.4000000000000004,0.0,False,3.4000000000000004,0.0,False,0.04,0.0,False,0.82,-0.008568,0,False,2.9e-05,0,0,False,1,0.1,0.0,False,0.82,0,0,False,0,0,0,False,0,0,False,2.226019518
27,7,3,426.2234,13158.78878,0,False,13158.78878,0.0,False,13158.78878,0.0,False,13158.78878,0.0,False,13158.78878,0.0,False,0.00139,0,False,1.0000000000000001e-24,0.00139,0.0,False,0.00139,0.0,False,0.00139,0.0,False,0.00139,0.0,False,0.0433,0.0,False,0.65,-0.0078,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False,1.0
