,trans_id,local_lower_quanta,m,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
265,6281025.0, P 12Q 11     d,,7,2,211.6163,13086.558716049089,,True,0.3037717696935665,,True,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.00755,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
266,6281026.0, N  5O  4     q,,7,1,42.2001,13088.15293,0.0,False,0.00187,0.0,False,9.999999999999999e-27,0.053,0.0,False,0.72,-0.00645,0.0,False,0.0,0.088709784,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
267,6281027.0, P 11Q 10     d,,7,3,183.9777,13088.29681,0.0,False,0.265,0.0,False,9.999999999999999e-27,0.048,0.0,False,0.73,-0.0075,0.0,False,0.0,0.084155255,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
268,6281028.0, P 11P 11     d,,7,2,180.9705,13088.322587023937,,True,0.3847756561563791,,True,9.999999999999999e-27,0.048,0.0,False,0.72,-0.00755,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
269,6281029.0, P 10P 10     d,,7,3,155.2271,13090.06173,0.0,False,0.3139999999999999,0.0,False,9.999999999999999e-27,0.0483,0.0,False,0.73,-0.0075,0.0,False,0.0,0.084155255,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
270,6281030.0, P 11Q 10     d,,7,2,179.0475,13090.235639337172,,True,0.2943200223094664,,True,9.999999999999999e-27,0.048,0.0,False,0.73,-0.0075,0.0,False,0.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
36,6297202.0, P  9P  9     d,-9.0,7,1,130.4375,13091.716376647104,,True,171.35555589442842,,True,9.999999999999999e-27,0.05406459299578704,,True,0.84,-0.007955,0.0,False,2e-05,0.1236534281270403,,True,0.84,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,2.155916203,0.0,0.0
271,6281032.0, P 10P 10     d,,7,2,151.1207,13091.903300637689,,True,0.2863224342429938,,True,9.999999999999999e-27,0.0483,0.0,False,0.73,-0.0075,0.0,False,0.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
272,6281033.0, P 10Q  9     d,,7,3,153.2936,13091.99523,0.0,False,0.2789999999999999,0.0,False,9.999999999999999e-27,0.0483,0.0,False,0.74,-0.0075,0.0,False,0.0,0.081038394,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
37,6297203.0, P  9Q  8     d,-8.0,7,1,128.492,13093.65603,0.0,False,732.9,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.86,-0.007955,0.0,False,1.9e-05,0.08,0.0,False,0.86,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,-0.098967628,0.0,0.0
273,6281035.0, P  9P  9     d,,7,3,127.3387,13093.6596,0.0,False,0.3259999999999999,0.0,False,9.999999999999999e-27,0.049,0.0,False,0.74,-0.0075,0.0,False,0.0,0.081038394,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
274,6281036.0, P  9O 10     q,,7,1,128.3977,13093.75013,0.0,False,0.0112,0.0,False,9.999999999999999e-27,0.0478,0.0,False,0.73,-0.0075,0.0,False,0.0,0.085541577,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
262,6281021.0, P 12P 12     d,,7,2,213.5291,40671558.88457575,,True,429044616.6422888,,True,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.0074,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
256,6281014.0, P 14Q 13     d,,7,2,284.8744,345869316.3137582,,True,7042950128.623045,,True,9.999999999999999e-27,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
